Libellé Gare	Voyageurs	Commune	Département	coordonnees_geographiques
Pont-de-l'Arche	O	Alizay	Eure	"49.3169119224,1.1597019716"
Malaunay-Le Houlme	O	Le Houlme	Seine-Maritime	"49.5133309659,1.03970388663"
Barentin-Embranchement	O	Barentin	Seine-Maritime	"49.5482471967,0.955107530488"
St-Vaast-Bosville	N	St-Vaast-Dieppedalle	Seine-Maritime	"49.7599464056,0.704868246636"
Bréauté-Beuzeville	O	Bréauté	Seine-Maritime	"49.6034564847,0.416942488414"
Rolleville	O	Rolleville	Seine-Maritime	"49.5815924722,0.216204125344"
Rouen-Rive-Gauche	N	Sotteville-lès-Rouen	Seine-Maritime	"49.4295481988,1.09879912988"
Moult-Argences	O	Moult	Calvados	"49.1110822024,-0.186414347268"
Bretteville-Norrey	O	St-Manvieu-Norrey	Calvados	"49.2032579024,-0.511975470833"
Le Molay-Littry	O	Le Molay-Littry	Calvados	"49.2492084926,-0.881589183913"
Beaumont-le-Roger	O	Beaumont-le-Roger	Eure	"49.0741713494,0.77289941225"
Carentan	O	Carentan	Manche	"49.301755334,-1.24206929304"
Chef-du-Pont-Ste-Mère	O	Chef-du-Pont	Manche	"49.3845366355,-1.34427135152"
Sotteville	O	Sotteville-lès-Rouen	Seine-Maritime	"49.4123965863,1.10247841122"
Bueil	O	Bueil	Eure	"48.925256672,1.44354850049"
Serquigny	O	Serquigny	Eure	"49.1080724854,0.718682267397"
Brionne (Eure)	O	Brionne	Eure	"49.196433553,0.711468823855"
Glos-Montfort	O	Glos-sur-Risle	Eure	"49.2712928026,0.682934904403"
Louviers	N	Louviers	Eure	"49.2159090076,1.17782480792"
Pont-l'Évêque	O	Pont-l'Évêque	Calvados	"49.2870875146,0.192213594467"
Tillières	O	Tillières-sur-Avre	Eure	"48.7608452116,1.0545697077"
Verneuil-sur-Avre	O	Verneuil-sur-Avre	Eure	"48.7427231789,0.929326148711"
Dreux	O	Dreux	Eure-et-Loir	"48.7296862798,1.36657308673"
Ste-Gauburge	O	Ste-Gauburge-Ste-Colombe	Orne	"48.7174251329,0.428891878627"
Plaisir-Les Clayes	O	Plaisir	Yvelines	"48.830997705,1.9574933321"
Villiers-Neauphle-Pontchartrain	O	Villiers-St-Fréderic	Yvelines	"48.8152753985,1.87754510522"
Montfort-l'Amaury-Mère	O	Méré	Yvelines	"48.8027382308,1.81559085887"
Orgérus-Béhoust	O	Orgerus	Yvelines	"48.8266223547,1.70291051448"
St-Quentin-en-Yvelines	O	St-Cyr-l'École	Yvelines	"48.7873656578,2.04436566462"
Mareil-sur-Mauldre	O	Mareil-sur-Mauldre	Yvelines	"48.8936706357,1.87155284416"
Dreux	O	Dreux	Eure-et-Loir	"48.7296862798,1.36657308673"
Vire	O	Vire	Calvados	"48.8464475893,-0.882776027739"
St-Sever (Calvados)	O	St-Sever-Calvados	Calvados	"48.8436283651,-1.05164385005"
Villedieu-les-Poêles	O	Villedieu-les-Poêles	Manche	"48.8342296803,-1.22527255631"
Clévilliers	N	Clévilliers	Eure-et-Loir	"48.5515611614,1.37728106112"
Couliboeuf	O	Morteaux-Couliboeuf	Calvados	"48.923582529,-0.0982956450157"
Caen	O	Caen	Calvados	"49.1764836112,-0.348219668302"
Lison	O	Lison	Calvados	"49.2270129838,-1.0501862747"
Plerguer	O	Plerguer	Ille-et-Vilaine	"48.531483898,-1.85055397537"
Pontorson-Mont-St-Michel	O	Pontorson	Manche	"48.5524317738,-1.50490881055"
Carantilly-Marigny	O	Carantilly	Manche	"49.0678750555,-1.24451732271"
Coutances	O	Coutances	Manche	"49.0426718386,-1.44150675976"
Avranches	O	Avranches	Manche	"48.690399454,-1.36986429167"
Plénée-Jugon	O	Plénée-Jugon	Côte-d'Armor	"48.3766429787,-2.35464876311"
Plestan	O	Plestan	Côte-d'Armor	"48.4255383999,-2.4420676368"
Chartres	O	Chartres	Eure-et-Loir	"48.4486697149,1.48142905416"
St-Aubin-St-Luperce	O	St-Aubin-des-Bois	Eure-et-Loir	"48.4476625752,1.33173895183"
Morlaix	O	Morlaix	Finistère	"48.5779817311,-3.83247783743"
La Roche	O	La Roche-Maurice	Finistère	"48.4740875688,-4.2052246275"
Meudon	O	Meudon	Hauts-de-Seine	"48.8148008325,2.24087538048"
Breteil	O	Breteil	Ille-et-Vilaine	"48.1407689296,-1.88137176033"
Montauban-de-Bretagne	O	Montauban-de-Bretagne	Ille-et-Vilaine	"48.1900380504,-2.05280749167"
Neau	O	Neau	Mayenne	"48.1575375109,-0.476530598773"
Montsûrs	O	Brée	Mayenne	"48.1412871518,-0.551311716926"
Condé-sur-Huisne	O	Condé-sur-Huisne	Orne	"48.383595913,0.848904495513"
Paris-Montparnasse	O	Paris-15	Paris	"48.8406428434,2.31982050131"
Paris-Vaugirard	O	Paris-15	Paris	"48.8375300598,2.31617055534"
Connerré-Beillé	O	Beillé	Sarthe	"48.0738432951,0.48696666349"
Montfort-le-Gesnois	O	Montfort-le-Gesnois	Sarthe	"48.0405851573,0.406533379799"
St-Cyr	O	St-Cyr-l'École	Yvelines	"48.7986131764,2.0727357995"
Trappes-Voyageurs	O	Trappes	Yvelines	"48.7750532593,2.00732003611"
Prey	N	Prey	Eure	"48.9584783689,1.21982361246"
L'Aigle	O	L'Aigle	Orne	"48.7665705809,0.620037803914"
Couliboeuf	O	Morteaux-Couliboeuf	Calvados	"48.923582529,-0.0982956450157"
St-Pierre-sur-Dives	O	St-Pierre-sur-Dives	Calvados	"49.0232543935,-0.0405581076165"
Mézidon	O	Mézidon-Canon	Calvados	"49.0708826231,-0.0750823731812"
Meximieux-Pérouges	O	Meximieux	Ain	"45.9016831092,5.19355238283"
Leyment	N	Leyment	Ain	"45.9364711726,5.28512797171"
Paradis	O	Collonges	Ain	"46.1495313405,5.92896239712"
St-Jean-de-Gonville	N	St-Jean-de-Gonville	Ain	"46.2103191011,5.95374267252"
Chevry	N	Chevry	Ain	"46.2802101906,6.03959808002"
Pitegny	O	Gex	Ain	"46.3243257125,6.08293875918"
Viry	N	Viry	Haute-Savoie	"46.1240299627,6.03005220718"
Bossey-Veyrier	N	Étrembières	Haute-Savoie	"46.1598303653,6.18154231855"
Annemasse	O	Annemasse	Haute-Savoie	"46.2004871968,6.23823814857"
Perrignier	O	Perrignier	Haute-Savoie	"46.3041776653,6.42594705461"
Évian-les-Bains	O	Évian-les-Bains	Haute-Savoie	"46.3977528715,6.5784266194"
Genève-Eaux-Vives	O	Genève-Eaux-Vives	Étranger	"46.2009370256,6.16582638083"
Annemasse	O	Ambilly	Haute-Savoie	"46.2004871968,6.23823814857"
Viaduc-Ste-Marie	O	Les Houches	Haute-Savoie	"45.8970815249,6.78506331698"
Les Houches	O	Les Houches	Haute-Savoie	"45.8937055667,6.79694458232"
Chedde-Voie-Étroite	O	Passy	Haute-Savoie	"45.9263110737,6.71985285777"
Le Châtelard-Frontière	O	La Châtelard	Suisse	"46.0513870681,6.94793258932"
Marcellaz-Hauteville	N	Hauteville-sur-Fier	Haute-Savoie	"45.8956086371,5.98248388791"
Groisy-Thorens-la-Caille	O	Groisy	Haute-Savoie	"46.0111933117,6.17563190218"
Frontenex	O	Frontenex	Savoie	"45.6304810747,6.31432409102"
Pomblière-St-Marcel	N	St-Marcel	Savoie	"45.5048597119,6.56269327007"
Chindrieux	O	Chindrieux	Savoie	"45.8032985899,5.84669789278"
Aix-les-Bains-Le Revard	O	Aix-les-Bains	Savoie	"45.6882194117,5.90889228203"
St-Pierre-d'Albigny	O	St-Pierre-d'Albigny	Savoie	"45.5571651519,6.15633373986"
Épierre-St-Léger	O	Épierre	Savoie	"45.4569624429,6.29237361259"
Modane-Berchette	N	Orelle	Savoie	"45.2051970255,6.57707290781"
La Praz	N	Freney	Savoie	"45.201187052,6.58980964593"
La Bridoire	O	La Bridoire	Savoie	"45.530311232,5.74789631655"
Aix-en-Provence	O	Aix-en-Provence	Bouches-du-Rhône	"43.5227627856,5.44517675851"
Simiane	O	Simiane-Collongue	Bouches-du-Rhône	"43.4347986189,5.42591959721"
St-Antoine (MR)	N	Marseille-15	Bouches-du-Rhône	"43.3693278958,5.35804919027"
Aspres-sur-Buëch	O	Aspres-sur-Buëch	Hautes-Alpes	"44.5193795097,5.75433249325"
Voreppe	O	Voreppe	Isère	"45.2897933087,5.63250239862"
Vif	O	Vif	Isère	"45.0478380018,5.68461822261"
St-Quentin-Fallavier	O	St-Quentin-Fallavier	Isère	"45.638060242,5.10090531156"
La Tour-du-Pin	O	La Tour-du-Pin	Isère	"45.5599470266,5.45045166075"
St-André-le-Gaz	O	St-André-le-Gaz	Isère	"45.5439370418,5.52473658792"
Beaurepaire	N	Beaurepaire	Isère	"45.3306272885,5.05761305098"
Valence-TGV	O	Alixan	Drôme	"44.9927421533,4.97854925737"
Alixan-Châteauneuf-d'Isère	N	Châteauneuf-sur-Isère	Drôme	"45.002139226,4.98840454231"
Romans-Bourg-de-Péage	O	Romans-sur-Isère	Drôme	"45.0489942376,5.04963916915"
St-Hilaire-St-Nazaire	O	St-Hilaire-du-Rosier	Isère	"45.0715237925,5.24389768732"
Tullins-Fures	O	Tullins	Isère	"45.3008774151,5.4923358677"
Moirans	O	Moirans	Isère	"45.3216221544,5.58256567983"
Le Cheylas-La Buissière	N	Le Cheylas	Isère	"45.3931350267,5.99723467224"
Pontcharra-sur-Breda-Allevard	O	Pontcharra	Isère	"45.4340898128,6.00771208027"
Grenoble-Université-Gières	O	St-Martin-d'Hères	Isère	"45.1849677079,5.78464175397"
Allex-Grane	N	Allex	Drôme	"44.7481664438,4.9203349157"
Chorges	O	Chorges	Hautes-Alpes	"44.5457272287,6.27177365085"
Savines	N	Savines-le-Lac	Hautes-Alpes	"44.5359236425,6.39072552194"
Embrun	O	Embrun	Hautes-Alpes	"44.5667475697,6.49615251937"
Château-Arnoux-St-Auban	O	Château-Arnoux-St-Auban	Alpes-de-Haute-Provenc	"44.061031924,5.99738902583"
Sorgues-Châteauneuf-du-Pape	O	Sorgues	Vaucluse	"44.0053295043,4.87576941586"
Théoule-sur-Mer	O	Théoule-sur-Mer	Alpes-Maritimes	"43.5134946864,6.93683718027"
Villeneuve-Loubet-Plage	O	Villeneuve-Loubet	Alpes-Maritimes	"43.6295556594,7.134308893"
Hippodrome-de-la-Côte-d'Azur	O	Cagnes-sur-Mer	Alpes-Maritimes	"43.6494512185,7.14163301242"
Cap-d'Ail	O	Cap-d'Ail	Alpes-Maritimes	"43.7206132147,7.39409347694"
Cassis	O	Cassis	Bouches-du-Rhône	"43.2341031696,5.55319194282"
La Barasse	O	Marseille-11	Bouches-du-Rhône	"43.2860314608,5.48397749475"
Carnoules	O	Carnoules	Var	"43.2974676039,6.18668277392"
Gonfaron	O	Gonfaron	Var	"43.3171250868,6.28184055042"
Les Arcs-Draguignan	O	Les Arcs	Var	"43.4556126256,6.48254172762"
Fréjus	O	Fréjus	Var	"43.4318644874,6.73296574207"
St-Raphaël-Valescure	O	St-Raphaël	Var	"43.4239717313,6.76889969753"
Agay	O	St-Raphaël	Var	"43.4315910834,6.85664714518"
Cuers-Pierrefeu	O	Cuers	Var	"43.2363604301,6.08566762068"
Istres	O	Istres	Bouches-du-Rhône	"43.5154528937,4.98026482264"
Fos-sur-Mer	O	Port-de-Bouc	Bouches-du-Rhône	"43.4280894984,4.97472332407"
Carry-le-Rouet	O	Carry-le-Rouet	Bouches-du-Rhône	"43.33668382,5.1536175346"
Niolon	O	Le Rove	Bouches-du-Rhône	"43.3401156587,5.25700547798"
Port-St-Louis-du-Rhône	N	Port-St-Louis-du-Rhône	Bouches-du-Rhône	"43.3989144128,4.8043633696"
Marseille-Blancarde	O	Marseille-04	Bouches-du-Rhône	"43.2961934957,5.40677647218"
Marseille-Prado	N	Marseille-10	Bouches-du-Rhône	"43.2787314151,5.39960334547"
Marseille-Maritime-Arenc	N	Marseille-02	Bouches-du-Rhône	"43.3212159796,5.36322516745"
L'Estaque	O	Marseille-15	Bouches-du-Rhône	"43.3637951256,5.32137803118"
La Motte-Ste-Rosseline	N	La Motte	Var	"43.480653422,6.51490943376"
Grasse	O	Grasse	Alpes-Maritimes	"43.6536333165,6.92640806937"
Halte de Fontanil-Lycée Drap	O	Drap	Alpes-Maritimes	"43.7641707803,7.33901711853"
Sospel	O	Sospel	Alpes-Maritimes	"43.8764825712,7.45389013739"
La Trinité-Victor	O	La Trinité	Alpes-Maritimes	"43.7429118793,7.31173826417"
Paris-La Chapelle-Évangile	N	Paris-18	Paris	"48.89747214,2.36989756582"
Verneuil-l'Étang	O	Verneuil-l'Étang	Seine-et-Marne	"48.6445154556,2.82487189299"
Sucy-Bonneuil	N	Sucy-en-Brie	Val-de-Marne	"48.7716145325,2.50769642038"
Remise-à-Jorelle	O	Bondy	Seine-St-Denis	"48.8928680449,2.48583251777"
Pavillons-sous-Bois	O	Les Pavillons-sous-Bois	Seine-St-Denis	"48.9022450154,2.51151986269"
Aulnay-sous-Bois	O	Sevran	Seine-St-Denis	"48.9322083864,2.49405573532"
Les Grésillons	O	Gennevilliers	Hauts-de-Seine	"48.9201198506,2.3140738154"
Avenue-Henri-Martin	O	Paris-16	Paris	"48.8643462797,2.27214761131"
Avenue-Foch	O	Paris-16	Paris	"48.8709563185,2.27550530317"
Ermont-Eaubonne	O	Ermont	Val-d'Oise	"48.9808247345,2.27123637617"
Pont-Cardinet	O	Paris-17	Paris	"48.887783356,2.31463148797"
St-Cloud	O	St-Cloud	Hauts-de-Seine	"48.8452071172,2.21726855939"
Pont-Cardinet	O	Paris-17	Paris	"48.887783356,2.31463148797"
Viroflay-Rive-Droite	O	Viroflay	Yvelines	"48.805450116,2.16833042958"
Versailles-Rive-Droite	O	Versailles	Yvelines	"48.8096068663,2.13569052245"
Garches-Marnes-la-Coquette	O	St-Cloud	Hauts-de-Seine	"48.8379505621,2.18663410253"
Clichy-Levallois	O	Levallois-Perret	Hauts-de-Seine	"48.8979541009,2.29743687734"
Nanterre-Préfecture	O	Nanterre	Hauts-de-Seine	"48.9010223462,2.21382974216"
Meudon-Val-Fleury	O	Meudon	Hauts-de-Seine	"48.8078793245,2.24124725976"
Champ-de-Mars-Tour-Eiffel	O	Paris-15	Paris	"48.8565620367,2.28981536126"
Vias	O	Vias	Hérault	"43.3156903468,3.42574653506"
Castelnaudary	O	Castelnaudary	Aude	"43.3120602334,1.9509508202"
Bédarieux	O	Bédarieux	Hérault	"43.6086138677,3.14967897742"
Damiatte-St-Paul	O	Damiatte	Tarn	"43.6563594649,1.97425996556"
Vielmur-sur-Agout	O	Vielmur-sur-Agout	Tarn	"43.6241004758,2.08941722439"
Sémalens	O	Sémalens	Tarn	"43.6002267564,2.11586680344"
Marssac-sur-Tarn	O	Marssac-sur-Tarn	Tarn	"43.9150170805,2.02689499245"
St-Juéry	N	St-Juéry	Tarn	"43.9429397127,2.20333821136"
Ris-Orangis	O	Ris-Orangis	Essonne	"48.6592900112,2.41441308211"
Maisse	O	Maisse	Essonne	"48.3931740135,2.39306128173"
Lorcy	N	Corbeilles	Loiret	"48.0660847695,2.55128300098"
Villabé	O	Villabé	Essonne	"48.5926462017,2.4618283194"
Coudray-Montceaux	O	Le Coudray-Montceaux	Essonne	"48.5661572345,2.49252067712"
Sens	O	Sens	Yonne	"48.1987581125,3.26737572178"
Charny (Yonne)	N	Charny	Yonne	"47.8801454632,3.09811361965"
St-Martin-Sail-les-Bains	O	St-Martin-d'Estréaux	Loire	"46.2152826085,3.80461430913"
La Pacaudière	N	La Pacaudière	Loire	"46.1631027068,3.86882982728"
Balbigny	O	Balbigny	Loire	"45.817786638,4.1875306777"
St-Just-sur-Loire	N	St-Just-St-Rambert	Loire	"45.510309012,4.27924841751"
St-Étienne-Pont-de-l'Âne	N	St-Étienne	Loire	"45.444042818,4.42001743317"
Couzon (Loire)	N	Rive-de-Gier	Loire	"45.5294691199,4.62502841637"
Montargis	O	Montargis	Loiret	"48.0069223533,2.74310106568"
Neuvy-sur-Loire	N	Neuvy-sur-Loire	Nièvre	"47.5187471914,2.88259064051"
Les Girarmes	O	Tracy-sur-Loire	Nièvre	"47.3083941798,2.9166475919"
Pouilly-sur-Loire	O	Pouilly-sur-Loire	Nièvre	"47.2825284829,2.96505121134"
Mesves-Bulcy	O	Mesves-sur-Loire	Nièvre	"47.2421338454,3.00650889608"
Saincaize	O	Saincaize-Meauce	Nièvre	"46.9312703304,3.07162376378"
Montigny-sur-Loing	O	Montigny-sur-Loing	Seine-et-Marne	"48.336448153,2.73855783099"
Nemours-St-Pierre	O	St-Pierre-lès-Nemours	Seine-et-Marne	"48.2678283086,2.68558977796"
Valence-TGV	O	Alixan	Drôme	"44.9927421533,4.97854925737"
Lyon-St-Exupéry-TGV	O	Colombier-Saugnieu	Rhône	"45.7209360675,5.07587786134"
Bonnard-Bassou	O	Bonnard	Yonne	"47.9268425843,3.54030851201"
Sincey-lès-Rouvray	O	Sincey-lès-Rouvray	Côte-d'Or	"47.4333371115,4.12274281619"
Liernais	O	Liernais	Côte-d'Or	"47.2136710992,4.267200397"
Dracy-St-Loup	O	Dracy-St-Loup	Saône-et-Loire	"47.0070662,4.34069373159"
Pouillenay	N	Pouillenay	Côte-d'Or	"47.5082387627,4.4636289984"
Santenay-les-Bains	O	Santenay	Côte-d'Or	"46.9107343325,4.70178008682"
Fours	O	Fours	Nièvre	"46.8238665753,3.72293611633"
Luzy (Nièvre)	O	Luzy	Nièvre	"46.7943472528,3.96912807573"
Étang	O	Étang-sur-Arroux	Saône-et-Loire	"46.8680124198,4.18371353037"
Mesvres	O	Mesvres	Saône-et-Loire	"46.8629385056,4.24470972831"
Montchanin	O	Montchanin	Saône-et-Loire	"46.7593965941,4.48131814345"
St-Léger-sur-Dheune	O	St-Léger-sur-Dheune	Saône-et-Loire	"46.848425176,4.62844176658"
Cheilly-lès-Maranges	O	Cheilly-lès-Maranges	Saône-et-Loire	"46.8925844442,4.67564579125"
Chagny	O	Chagny	Saône-et-Loire	"46.9072494006,4.74932439942"
Étang	O	Étang-sur-Arroux	Saône-et-Loire	"46.8680124198,4.18371353037"
Autun	O	Autun	Saône-et-Loire	"46.9549566509,4.29290225293"
L'Orme-St-Pantaléon	N	Autun	Saône-et-Loire	"46.984118845,4.31244330417"
Château-Chinon	N	Château-Chinon (Ville)	Nièvre	"47.0718544002,3.92617809268"
St-Florentin-Vergigny	O	Vergigny	Yonne	"47.9804106914,3.73096097535"
Pouilly-sous-Charlieu	N	Pouilly-sous-Charlieu	Loire	"46.1474917221,4.10627359131"
Montchanin	O	Montchanin	Saône-et-Loire	"46.7593965941,4.48131814345"
Gilly-sur-Loire	O	Gilly-sur-Loire	Saône-et-Loire	"46.5372502482,3.78207868873"
Alai	O	Tassin-la-Demi-Lune	Rhône	"45.751900568,4.77182683273"
Poule	O	Poule-les-Écharmeaux	Rhône	"46.139680566,4.45961497902"
Allières	O	Chambost-Allières	Rhône	"46.0168410189,4.49506842"
Badan	N	Grigny	Rhône	"45.6027279264,4.78416873738"
Lentilly	O	Lentilly	Rhône	"45.8218060438,4.66720545343"
Fleurieux-sur-l'Arbresle	O	Fleurieux-sur-l'Arbresle	Rhône	"45.8445851786,4.66059255266"
Amplepuis	O	Amplepuis	Rhône	"45.9704953974,4.32721435672"
Bonson	O	Bonson	Loire	"45.5223184082,4.21636058657"
Boën	O	Boën	Loire	"45.741240814,4.00487463206"
Allègre	N	Allègre	Haute-Loire	"45.195778837,3.70846111914"
Giroux	N	Olliergues	Puy-de-Dôme	"45.6940240512,3.59061362504"
Vichy	O	Vichy	Allier	"46.1268392124,3.43072483561"
Randan	N	Randan	Puy-de-Dôme	"46.0096742597,3.36226437603"
Chamborigaud	O	Chamborigaud	Gard	"44.3003216775,3.97942987026"
La Levade	O	La Grand-Combe	Gard	"44.2285443514,4.01033571114"
Nozières-Brignon	O	Boucoiran-et-Nozières	Gard	"43.9758698456,4.20742207933"
St-Geniès-de-Malgoirès	O	St-Geniès-de-Malgoirès	Gard	"43.9501160863,4.21492202132"
Luc (Lozère)	O	Luc	Lozère	"44.6540418577,3.89154117686"
Villefort	O	Villefort	Lozère	"44.4394620501,3.92403526215"
Aubiat	O	Aubiat	Puy-de-Dôme	"45.9838752713,3.16042321595"
Issoire	O	Issoire	Puy-de-Dôme	"45.5441077741,3.25420816908"
Brassac-les-Mines-Ste-Florine	O	Brassac-les-Mines	Puy-de-Dôme	"45.4140792592,3.33015591748"
Langogne	O	Langogne	Lozère	"44.7319841707,3.85862424521"
Peyraud	N	Peyraud	Ardèche	"45.2947228134,4.79343139546"
St-Rambert-d'Albon	O	St-Rambert-d'Albon	Drôme	"45.2979883896,4.81032534615"
Dunières	N	Dunières	Haute-Loire	"45.211974013,4.34957261164"
Fraisses-Unieux	O	Fraisses	Loire	"45.3949815071,4.26082707033"
Le Chambon-Feugerolles	O	Le Chambon-Feugerolles	Loire	"45.3946710837,4.32206113159"
St-Péray	O	St-Péray	Ardèche	"44.9478429623,4.85054755241"
Pont-St-Esprit	N	Pont-St-Esprit	Gard	"44.2534773684,4.64319336225"
Aubignas-Alba	N	Aubignas	Ardèche	"44.5708219172,4.61688905211"
Gammal	O	Molières-sur-Cèze	Gard	"44.2702975109,4.14687724432"
Molières-sur-Cèze	O	Molières-sur-Cèze	Gard	"44.2594358235,4.15998982516"
Nîmes (IE)	N	Nîmes	Gard	"43.8458756566,4.41136131451"
St-Césaire	O	Nîmes	Gard	"43.8135464382,4.32796354299"
Milhaud	O	Milhaud	Gard	"43.7886200161,4.30336062165"
Valergues-Lansargues	O	Valergues	Hérault	"43.6727083432,4.0603402385"
Les Mazes-le-Crès	O	Le Crès	Hérault	"43.6390715632,3.93863548501"
Villeneuve-lès-Maguelone	O	Villeneuve-lès-Maguelone	Hérault	"43.543755107,3.84991848707"
Port-L'ardoise	N	Laudun-l'Ardoise	Gard	"44.100141696,4.70750878457"
St-Julien-les-Fumades	O	St-Julien-de-Cassagnas	Gard	"44.2114720052,4.19285120209"
Castriès (Hérault)	N	Castries	Hérault
St-Césaire	O	Nîmes	Gard	"43.8135464382,4.32796354299"
Le Grau-du-Roi	O	Le Grau-du-Roi	Gard	"43.5370698308,4.14057305723"
Uzès	N	Uzès	Gard	"44.0178711116,4.39971346279"
Graveson-Maillane	N	Graveson	Bouches-du-Rhône	"43.8462074217,4.74900046048"
Entressen	N	Istres	Bouches-du-Rhône	"43.5891086924,4.94324869274"
Pers	O	Pers	Cantal	"44.8869436033,2.24050747435"
Polminhac	O	Polminhac	Cantal	"44.9512150241,2.58039438704"
Lempdes (Haute-Loire)	N	Lempdes-sur-Allagnon	Haute-Loire	"45.3824417119,3.27142934273"
Arvant	O	Arvant	Haute-Loire	"45.365318542,3.31053930056"
Neussargues	O	Neussargues-Moissac	Cantal	"45.1252790145,2.97912432532"
Laurens	N	Laurens	Hérault	"43.5203033232,3.2078552801"
Ceilhes-Roqueredonde	O	Roqueredonde	Hérault	"43.8121391699,3.15516344836"
Marvejols	O	Marvejols	Lozère	"44.5446701007,3.28114266315"
Balsièges-Bourg	O	Balsièges	Lozère	"44.4820693508,3.45660169506"
Allenc	O	Allenc	Lozère	"44.5415210314,3.66413035862"
Chasseradès	O	Chasseradès	Lozère	"44.5539029537,3.83981763131"
Capdenac	O	Capdenac-Gare	Aveyron	"44.5786662379,2.0773789711"
Pézenas	N	Pézenas	Hérault	"43.4543296708,3.42430026537"
Escaudoeuvres	O	Escaudoeuvres	Nord	"50.1923489534,3.27636166581"
Marly-les-Valenciennes	N	Marly	Nord	"50.3482728039,3.53518970839"
La Longueville (Nord)	N	La Longueville	Nord	"50.2794750104,3.86657659636"
Prouvy-Thiant	O	Prouvy	Nord	"50.3169587639,3.46141545729"
Trith-St-Léger	O	Trith-St-Léger	Nord	"50.3316820589,3.48920844427"
Aubigny-au-Bac	O	Aubigny-au-Bac	Nord	"50.2684749664,3.15828444901"
Somain	O	Somain	Nord	"50.3555066121,3.27897259195"
Cambrai	O	Cambrai	Nord	"50.1757690987,3.24371530761"
Sancourt	O	Abancourt	Nord	"50.2308362251,3.20459723566"
Oisy-le-Verger	O	Aubencheul-au-Bac	Nord	"50.2567681592,3.15742474078"
Brunémont	O	Brunémont	Nord	"50.2781408412,3.14608341555"
Arleux	O	Arleux	Nord	"50.2863428734,3.12083512217"
Chaulnes	O	Chaulnes	Somme	"49.8073376411,2.80127600304"
Nesle (Somme)	O	Nesle	Somme	"49.7640751457,2.90900368365"
Montigny-en-Ostrevent	O	Montigny-en-Ostrevent	Nord	"50.3613236158,3.18831341415"
Blanc-Misseron	N	Crespin	Nord	"50.4047356994,3.66096255797"
Hirson	O	Hirson	Aisne	"49.9143207192,4.08438898222"
Rosult	O	Rosult	Nord	"50.4554906459,3.35315513642"
Valenciennes	O	Valenciennes	Nord	"50.3623050457,3.51563327282"
Aulnoye-Aymeries	O	Aulnoye-Aymeries	Nord	"50.1971732243,3.84368363067"
St-Hilaire (Nord)	O	St-Hilaire-sur-Helpe	Nord	"50.1321759526,3.91328982212"
Anstaing	O	Anstaing	Nord	"50.6046172922,3.19305852855"
Tournai	O	Tournai	Belgique	"50.6174304464,3.26361041749"
Hellemmes	O	Lille	Nord	"50.6228738362,3.11626010808"
Clermont-de-l'Oise	O	Clermont	Oise	"49.3856524758,2.41721735345"
Avrechy	O	Avrechy	Oise	"49.4451101083,2.41818967376"
Roeux (Pas-de-Calais)	O	Roeux	Pas-de-Calais	"50.3035309499,2.894663064"
Vitry-en-Artois	O	Vitry-en-Artois	Pas-de-Calais	"50.3271700927,2.98060815067"
Corbehem	O	Corbehem	Pas-de-Calais	"50.3429993054,3.04050426614"
Méricourt-Ribemont	O	Méricourt-l'Abbé	Somme	"49.9557905694,2.57338590122"
Albert	O	Albert	Somme	"50.0058612692,2.64458257645"
Garges	O	Garges-lès-Gonesse	Val-d'Oise	"48.9772571339,2.39116483469"
Villiers-le-Bel-Gonesse	O	Arnouville-lès-Gonesse	Val-d'Oise	"48.9944950331,2.41711037132"
Louvres	O	Louvres	Val-d'Oise	"49.0499844505,2.5026810391"
Survilliers-Fosses	O	Fosses	Val-d'Oise	"49.1001293236,2.52564509045"
Sallaumines	O	Sallaumines	Pas-de-Calais	"50.4175768659,2.85331336424"
Loison	O	Loison-sous-Lens	Pas-de-Calais	"50.4373316192,2.85871245716"
Meurchin	O	Meurchin	Pas-de-Calais	"50.4986372117,2.89396635875"
Salomé	O	Salomé	Nord	"50.5413346623,2.83589143317"
Lille-Sud	N	Lille	Nord	"50.6164997948,3.05555139405"
La Beuvrière	O	Labeuvrière	Pas-de-Calais	"50.5232276955,2.56017158957"
Béthune-Rivage	N	Béthune	Pas-de-Calais	"50.5337008502,2.64708044728"
Lomme	N	Lille	Nord	"50.6437700945,3.01113935203"
Lambersart-Halte	N	Lambersart	Nord	"50.6526473946,3.0205661703"
Armentières	O	Armentières	Nord	"50.6804229073,2.87755143216"
Bac-St-Maur	N	Sailly-sur-la-Lys	Pas-de-Calais	"50.6605576277,2.8009210432"
Lestrem	N	Lestrem	Pas-de-Calais	"50.6321943598,2.67837296855"
Arques (Pas-de-Calais)	N	Arques	Pas-de-Calais	"50.7281774471,2.30245098837"
Ebblinghem	O	Ebblinghem	Nord	"50.7306660356,2.40893576927"
Watten-Éperlecques	O	Éperlecques	Pas-de-Calais	"50.8257898592,2.2077729098"
