"INSEE";"Appellation courante";"Date de protection";"Statut"
"02150";"chapelle du Souvenir et lanterne des morts";"2017";"propriété d'une association diocésaine"
"02151";"Ancien donjon";"2004";"propriété privée"
"02152";"Eglise";"1920";"propriété de la commune"
"02154";"Ancien chateau de Villeblain";"1928";"propriété privée"
"02154";"Eglise";"1922";"propriété de la commune"
"02155";"Eglise";"1932";"propriété de la commune"
"02156";"Ancien chateau";"1927";"propriété privée"
"02160";"Eglise";"1921";"propriété de la commune"
"02166";"Eglise";"1920";"propriété de la commune"
"02168";"Temple protestant dit église évangélique";"2003";"propriété d'une association cultuelle"
"02168";"Eglise Saint-Crepin";"1957";"propriété de la commune"
"02168";"Ancien couvent des Capucins";"1988";"propriété de la commune"
"02168";"Porte Saint-Jean";"1921";"propriété de la commune"
"02168";"Monument américain de la cote 204";"2018";"propriété de l'état"
"02168";"Hôtel particulier";"1996";"propriété d'une société privée"
"02168";"Porte Saint-Pierre";"1886";"propriété de la commune"
"02168";"Maison de Jean de la Fontaine";"1910";"propriété de la commune"
"02168";"Anciens remparts";"1927";"propriété privée"
"02168";"Tour Balhan";"1926";"propriété de la commune"
"02168";"Ruines de l'ancien château et la butte sur laquelle elles sont situées";"1932";"propriété de la commune"
"02168";"Hôtel Dieu";"2007";"propriété d'un établissement public communal"
"02168";"Hôtel de ville";"2005";"propriété de la commune"
"02168";"Hôtel";"1943";"propriété privée"
"02171";"Eglise";"1919";"propriété de la commune"
"02173";"Pâtisserie du Marché couvert";"2006";"propriété d'une société privée"
"02179";"Ancienne chapelle de la Ferme des Dames";"1927";"propriété privée"
"02183";"Château des Chaînées";"2021";"propriété privée"
"02185";"Eglise";"1920";"propriété de la commune"
"02186";"Eglise Saint-Martin";"1913";"propriété de la commune"
"02190";"Fort de Condé (également sur commune de Condé-sur-Aisne)";"2001";"propriété de la commune"
"02190";"Eglise";"1919";"propriété de la commune"
"02191";"Eglise";"1920";"propriété de la commune"
"02192";"Eglise";"1921";"propriété de la commune"
"02193";"Dolmen de Carauda";"1889";NA
"02193";"Eglise";"1920";"propriété de la commune"
"02195";"Eglise";"2007";"propriété de la commune"
"02201";"Ancien château de Coeuvres";"1927";"propriété privée"
"02201";"Ancienne abbaye Notre-Dame de Valsery";"1986";"propriété privée"
"02201";"Eglise de Coeuvres";"1920";"propriété de la commune"
"02203";"Bornes de délimitation";"2004";"propriété de la commune"
"02203";"Ancienne abbaye";"1928";"propriété privée"
"02203";"Eglise";"1921";"propriété de la commune"
"02205";"Eglise de Crandelain";"1920";"propriété de la commune"
"02205";"Carrière de Colligis";"2000";"propriété privée"
"02209";"Eglise";"1920";"propriété de la commune"
"02209";"Château de Condé";"1979";"propriété privée"
"02209";"Halles et mairie";"1979";"propriété de la commune"
"02210";"Fort de Condé";NA;"propriété de la commune"
"02210";"Eglise";"1919";"propriété de la commune"
"02210";"Ancien Prieuré de Saint-Ouen";"1921";"propriété de l'Etat"
"02211";"Oppidum de Variscourt (également sur commune de Variscourt)";"1992";"propriété de l'Etat ; propriété du département ; propriété d'une société privée ; propriété privée"
"02213";"Croix de cimetière";"1922";"propriété de la commune"
"02213";"Eglise";"1920";"propriété de la commune"
"02216";"Eglise";"1920";"propriété de la commune"
"02217";"Eglise";"1920";"propriété de la commune"
"02217";"Porte de Laon et remparts";"1889";"propriété du département ; propriété privée"
"02217";"Plate-forme de la pièce allemande";"1922";"propriété de l'Etat"
"02217";"Château de Coucy";"1862";"propriété de l'Etat"
"02217";"Ancienne Maison du Gouverneur";"1931";"propriété de la commune"
"02219";"Eglise";"1928";"propriété de la commune"
"02220";"Château de Rognac";"1928";"propriété privée"
"02220";"Eglise de Coulonges";"1920";"propriété de la commune"
"02220";"Eglise de Cohan";"1920";"propriété de la commune"
"02223";"Eglise";"1920";"propriété de la commune"
"02224";"Chapelle dite Le Calvaire";"1929";"propriété de la commune"
"02224";"Ancienne église";"1927";"propriété privée"
"02226";"Eglise";"1907";"propriété de la commune"
"02228";"Eglise";"1941";"propriété de la commune"
"02230";"Ferme de La Siège";"1927";"propriété privée"
"02230";"Château";"1927";"propriété privée"
"02230";"Eglise";"1922";"propriété de la commune"
"02232";"Manoir de Coyolles";"2007";"propriété privée"
"02232";"Château dit « Château Neuf »";"2020";"propriété d’une association"
"02233";"Eglise";"1922";"propriété de la commune"
"02233";"Château";"1927";"propriété privée"
"02234";"Village du Vieux Craonne";"2003";"propriété privée ; propriété de la commune ; propriété de l'Etat"
"02235";"Monument commémoratif dit des Basques";"2003";"propriété de la commune"
"02237";"Hôtel de ville";"1928";"propriété de la commune"
"02237";"Ancien beffroi dit Tour de Crecy";"1921";"propriété de la commune"
"02237";"Maison du 17e siècle";"1930";"propriété de la commune"
"02238";"Eglise Saint-Pierre";"1921";"propriété de la commune"
"02238";"Eglise Notre-Dame";"1921";"propriété de la commune"
"02238";"Plate-forme d'artillerie (emplacement du canon allemand dit la Grosse Bertha)";"1922";"propriété de l'Etat"
"02241";"Eglise";"1920";"propriété de la commune"
"02242";"Eglise";"1928";"propriété de la commune"
"02243";"Ancienne ferme de la Perrière";"1928";"propriété privée"
"02249";"Eglise";"1920";"propriété de la commune"
"02250";"Eglise";"1922";"propriété de la commune"
"02251";"Eglise";"1987";"propriété de la commune"
"02252";"Ancienne abbaye de Cuissy";"1928";"propriété privée"
"02253";"Eglise";"1919";"propriété de la commune"
"02259";"Eglise";"1927";"propriété de la commune"
"02263";"Eglise";"1921";"propriété de la commune"
"02265";"Eglise";"1932";"propriété de la commune"
"02271";"Eglise";"1920";"propriété de la commune"
"02271";"Grange de Montaon";"2001";"propriété privée"
"02272";"Ancien château";"1995";"propriété privée"
"02272";"Eglise";"1927";"propriété de la commune"
"02276";"Château de la Plesnoye";"1985";"propriété privée"
"02276";"Eglise Saint-Nicolas";"1995";"propriété de la commune"
"02279";"Eglise";"1922";"propriété de la commune"
"02280";"Château et ferme de Moucheton";"1992";"propriété privée"
"02280";"Eglise";"1920";"propriété de la commune"
"02281";"Eglise";"1928";"propriété de la commune"
"02286";"Eglise";"1934";"propriété de la commune"
"02287";"Ferme";"2004";"propriété privée"
"02289";"Eglise";"1921";"propriété de la commune"
"02290";"Terrain";"1928";"propriété privée"
"02290";"Eglise";"1846";"propriété de la commune"
"02290";"Temple de Monneaux";"1986";"propriété de la commune"
"02294";"Eglise";"1920";"propriété de la commune"
"02304";"Immeuble";"1987";"propriété privée"
"02304";"Eglise Saint-Montain";"1921";"propriété de la commune"
"02304";"Quartier Drouot";"1994";"propriété de l'Etat"
"02304";"Château";"1965";"propriété de l'Etat"
"02305";"Chapelle de Villemoyenne";"1928";"propriété de la commune"
"02305";"Halles";"1921";"propriété de la commune ; propriété privée"
"02305";"Vestiges du château";"1862";"propriété du département ; propriété d'une société privée"
"02305";"Eglise Sainte-Macre";"1920";"propriété de la commune"
"02306";"Ancienne salle de spectacles dite Casino";"2016";"propriété privée"
"02307";"Ancienne église Saint-Vaast";"1928";"propriété privée"
"02307";"Eglise Saint-Nicolas";"1965";"propriété de la commune"
"02307";"Statue de Racine";"1932";"propriété de la commune"
"02307";"Eglise Notre-Dame";"1920";"propriété de la commune"
"02307";"Restes du château";"1862";"propriété de l'Etat"
"02307";"Parcelle située dans le champ de visibilité du château et de l'église";"1943";"propriété privée"
"02309";"Château";"1978";"propriété d'une société privée"
"02312";"Monument de la Pierre d'Haudroy";"1997";"propriété d'une association"
"02313";"Eglise de Beaurain";"1927";"propriété de la commune"
"02321";"Ancien château de Cambron";"1928";"propriété d'une société privée"
"02321";"Eglise";"1927";"propriété de la commune"
"02328";"Eglise";"1903";"propriété de la commune"
"02328";"Croix de chemin";"1931";"propriété de la commune"
"02329";"Prieuré de Saint-Lambert";"1927";"propriété privée"
"02334";"Usine textile La Filandière";"1997";"propriété d'une société privée"
"02339";"Eglise";"1920";"propriété de la commune"
"02352";"Ancienne abbaye du Mont-Saint-Martin";"1986";"propriété d'une association"
"02354";"Eglise Saint-Nicolas";"1987";"propriété de la commune"
"02357";"Eglise Saint-Thious";"1995";"propriété de la commune"
"02360";"Eglise";"1921";"propriété de la commune"
"02361";"Eglise";"1927";"propriété de la commune"
"02361";"Familistère Godin";"1991";"propriété de la commune ; propriété d'une société privée ; propriété privée"
"02361";"Ancien château fort de Guise";"1924";"propriété de la commune"
"02361";"Hôtel Warnet";"2002";"propriété privée"
"02361";"Maison";"1998";"propriété privée"
"02363";"Eglise";"1919";"propriété de la commune"
"02368";"Manoir des Fossés";"2003";"propriété privée"
"02368";"Ancien prieuré de Longpré";"1995";"propriété privée"
"02368";"Menhir dit La Pierre-Clouise";"1889";"propriété de l'Etat"
"02368";"Eglise";"1933";"propriété de la commune"
"02373";"Eglise";"1989";"propriété de la commune"
"02375";"Ruines de l'église";"1921";"propriété de la commune"
"02378";"Eglise";"1989";"propriété de la commune"
"02391";"Eglise Saint-Martin";"1987";"propriété de la commune"
"02393";"Eglise";"1927";"propriété de la commune"
"02393";"Château";"1982";"propriété privée"
"02408";"Ancienne église Saint-Corneille et Saint-Cyprien";"1927";"propriété privée"
"02408";"Anciens remparts";"1927";"propriété de la commune"
"02408";"Maison";"1927";"propriété privée"
"02408";"Ancien couvent des Minimes";"1927";"propriété de l'Etat"
"02408";"Maison";"1927";"propriété privée"
"02408";"Eglise Saint-Martin";"1862";"propriété de la commune"
"02408";"Ancienne cathédrale, actuellement église Notre-Dame, et cloître";"1840";"propriété de la commune"
"02408";"Hôtel du Petit-Saint-Vincent";"1964";"propriété du département"
"02408";"Maison";"1927";"propriété privée"
"02408";"Maison";"1927";"propriété privée"
"02408";"Ancienne église Saint-Jean-du-Bourg";"1927";"propriété privée"
"02408";"Ancien séminaire";"2005";"propriété de la commune"
"02408";"Maison";"1927";"propriété privée"
"02408";"Chapelle des Templiers";"1846";"propriété de la commune"
"02408";"Porte de Chenizelles";"1932";"propriété privée"
"02408";"Tour Penchée";"1929";"propriété de l'Etat"
"02408";"Ancienne Hôtellerie du Dauphin, dite Cour du Change";"1981";"propriété privée"
"02408";"Ancien Hôtel-Dieu ou ancienne Chambre des Notaires";"1928";"propriété de la commune"
"02408";"Maison";"1927";"propriété privée"
"02408";"Ancienne abbaye de Saint-Jean";"1911";"propriété du département"
"02408";"Maison";"1927";"propriété privée"
"02408";"Ancienne abbaye Saint-Vincent";"1926";"propriété de l'Etat"
"02408";"Hospice départemental de Montreuil";"1965";"propriété du département"
"02408";"Maison dite le Petit-Saint-Nicolas, actuellement Direction départementale des Contributions indirectes";"1927";"propriété de l'Etat"
"02408";"Maison";"1930";NA
"02408";"Maison";"1927";"propriété privée"
"02408";"Ancien prieuré du Val-des-Ecoliers";"1927";"propriété privée"
"02408";"Maison";"1927";"propriété de la commune"
"02408";"Chapelle Saint-Genebaud";"1927";"propriété d'une association"
"02408";"Eglise de Leuilly";"1927";"propriété de la commune"
"02408";"Maison";"1927";"propriété d'un établissement public"
"02408";"Ancienne abbaye de Saint-Martin";"1926";"propriété de la commune"
"02408";"Maison";"1927";"propriété privée"
"02408";"Maison";"1934";"propriété privée"
"02408";"Ancien Hôtel de ville";"1921";"propriété privée"
"02408";"Ancienne église Saint-Pierre-au-Marché";"1934";"propriété privée"
"02408";"Porte de la Citadelle";"1927";"propriété de l'Etat"
"02408";"Maison";"1926";"propriété d'une société privée"
"02408";"Ancien hôpital général";"1993";"propriété de l'Etat"
"02408";"Ancienne caserne des Dragons de la Reine";"1927";"propriété de la commune"
"02408";"Ancienne église Saint-Remy-au-Velours";"1975";"propriété de la commune"
"02408";"Rotonde et halle-atelier ferroviaires";"2015";"propriété d'un établissement public"
"02408";"Maison";"1928";"propriété privée"
"02408";"Maison";"1927";"propriété privée"
"02408";"Maison";"1927";"propriété de la commune"
"02408";"Rotonde SNCF";"2015";"propriété d'un établissement public"
"02408";"Porte d'Ardon";"1909";"propriété de la commune"
"02408";"Maison (ancienne direction des PTT)";"1927";"propriété de l'Etat"
"02408";"Maison";"1927";"propriété privée"
"02408";"Maison";"1927";"propriété privée"
"02408";"Maison";"1927";"propriété privée"
"02408";"Maison";"1928";"propriété privée"
"02408";"Ancienne Bibliothèque Municipale";"1927";"propriété de la commune"
"02408";"Maison";"1927";"propriété privée"
"02408";"Ecole de la Providence";"2001";"propriété privée"
